"term","gene"
"GO:0006606","NUP57"
"GO:0006607","NUP57"
"GO:0006913","NUP57"
"GO:0006999","NUP57"
"GO:0015031","NUP57"
"GO:0036228","NUP57"
"GO:0051028","NUP57"
"GO:0000301","COG2"
"GO:0000425","COG2"
"GO:0006888","COG2"
"GO:0006891","COG2"
"GO:0015031","COG2"
"GO:0016236","COG2"
"GO:0032258","COG2"
"GO:0019740","MEP1"
"GO:0072488","MEP1"
"GO:0000122","YGR122W"
"GO:0070481","YGR122W"
"GO:0006470","PPT1"
"GO:0008652","ASN2"
"GO:0070981","ASN2"
"GO:0034490","VSB1"
"GO:0006865","VSB1"
"GO:0008150","YGR126W"
"GO:0008150","YGR127W"
"GO:0000462","UTP8"
"GO:0006364","UTP8"
"GO:0006409","UTP8"
"GO:0030490","UTP8"
"GO:0042254","UTP8"
"GO:0045943","UTP8"
"GO:0000398","SYF2"
"GO:0006397","SYF2"
"GO:0008380","SYF2"
"GO:0042149","YGR130C"
"GO:0097446","YGR130C"
"GO:0015031","FHN1"
"GO:0072659","FHN1"
"GO:0000001","PHB1"
"GO:0000423","PHB1"
"GO:0006457","PHB1"
"GO:0007005","PHB1"
"GO:0007007","PHB1"
"GO:0045861","PHB1"
"GO:0050821","PHB1"
"GO:0061753","PHB1"
"GO:0006513","PEX4"
"GO:0007031","PEX4"
"GO:0016562","PEX4"
"GO:0016567","PEX4"
"GO:0051865","PEX4"
"GO:0000289","CAF130"
"GO:0032968","CAF130"
"GO:0006511","PRE9"
"GO:0010499","PRE9"
"GO:0043161","PRE9"
"GO:0080129","PRE9"
"GO:0034316","LSB1"
"GO:0000296","TPO2"
"GO:0055085","TPO2"
"GO:1903710","TPO2"
"GO:0000022","CBF2"
"GO:0000921","CBF2"
"GO:0007059","CBF2"
"GO:0051382","CBF2"
"GO:0006623","VPS62"
"GO:0015031","VPS62"
"GO:0006457","BTN2"
"GO:0006865","BTN2"
"GO:0006885","BTN2"
"GO:0006886","BTN2"
"GO:0034504","BTN2"
"GO:0042147","BTN2"
"GO:0005975","SKN1"
"GO:0006078","SKN1"
"GO:0010507","SKN1"
"GO:0030148","SKN1"
"GO:0031505","SKN1"
"GO:0071555","SKN1"
"GO:0009228","THI4"
"GO:0052837","THI4"
"GO:0000462","ENP2"
"GO:0006364","ENP2"
"GO:0030490","ENP2"
"GO:0042254","ENP2"
"GO:0042274","ENP2"
"GO:0008150","ECL1"
"GO:0017196","NAT2"
"GO:0006413","RPL24B"
"GO:0006414","RPL24B"
"GO:0036151","GPC1"
"GO:0090640","GPC1"
"GO:0006629","GPC1"
"GO:0006656","GPC1"
"GO:0008654","GPC1"
"GO:0000963","CCM1"
"GO:0006397","CCM1"
"GO:0008380","CCM1"
"GO:0016072","CCM1"
"GO:2000234","CCM1"
"GO:0008150","YGR151C"
"GO:0000755","RSR1"
"GO:0007120","RSR1"
"GO:0007121","RSR1"
"GO:0007165","RSR1"
"GO:0007264","RSR1"
"GO:0032507","RSR1"
"GO:0035025","RSR1"
"GO:0045184","RSR1"
"GO:0051301","RSR1"
"GO:2000114","RSR1"
"GO:0008150","YGR153W"
"GO:0006749","GTO1"
"GO:0098869","GTO1"
"GO:0006534","CYS4"
"GO:0006535","CYS4"
"GO:0007089","CYS4"
"GO:0008652","CYS4"
"GO:0019343","CYS4"
"GO:0019344","CYS4"
"GO:0019346","CYS4"
"GO:0044272","CYS4"
"GO:0070814","CYS4"
"GO:0006397","PTI1"
"GO:0030846","PTI1"
"GO:0030847","PTI1"
"GO:0031124","PTI1"
"GO:0031126","PTI1"
"GO:0006629","CHO2"
"GO:0006644","CHO2"
"GO:0006656","CHO2"
"GO:0008654","CHO2"
"GO:0032259","CHO2"
"GO:0000467","MTR3"
"GO:0006364","MTR3"
"GO:0006396","MTR3"
"GO:0006401","MTR3"
"GO:0034475","MTR3"
"GO:0071028","MTR3"
"GO:0071035","MTR3"
"GO:0071038","MTR3"
"GO:0071039","MTR3"
"GO:0071051","MTR3"
"GO:0000028","NSR1"
"GO:0006310","NSR1"
"GO:0006364","NSR1"
"GO:0051276","NSR1"
"GO:0008150","RTS3"
"GO:0006412","TIF4631"
"GO:0006413","TIF4631"
"GO:0006417","TIF4631"
"GO:0006446","TIF4631"
"GO:0034063","TIF4631"
"GO:0042149","TIF4631"
"GO:0042273","TIF4631"
"GO:0051246","TIF4631"
"GO:1900103","TIF4631"
"GO:1901195","TIF4631"
"GO:0034599","GTR2"
"GO:0006995","GTR2"
"GO:0010507","GTR2"
"GO:0016237","GTR2"
"GO:0032008","GTR2"
"GO:0032456","GTR2"
"GO:0045944","GTR2"
"GO:0071230","GTR2"
"GO:1903778","GTR2"
"GO:1904263","GTR2"
"GO:0008150","YGR164W"
"GO:0032543","MRPS35"
"GO:0006891","TRS65"
"GO:0042147","TRS65"
"GO:0051274","TRS65"
"GO:0065003","TRS65"
"GO:0071555","TRS65"
"GO:0006886","CLC1"
"GO:0006897","CLC1"
"GO:0016192","CLC1"
"GO:0045807","CLC1"
"GO:0048268","CLC1"
"GO:0065003","CLC1"
"GO:1900063","PEX35"
"GO:0001522","PUS6"
"GO:0008033","PUS6"
"GO:0009451","PUS6"
"GO:0031119","PUS6"
"GO:0006629","PSD2"
"GO:0006646","PSD2"
"GO:0006656","PSD2"
"GO:0008654","PSD2"
"GO:0016540","PSD2"
"GO:0046474","PSD2"
"GO:0120010","PSD2"
"GO:0006412","MSM1"
"GO:0006418","MSM1"
"GO:0006431","MSM1"
"GO:0006888","YIP1"
"GO:0015031","YIP1"
"GO:0016192","YIP1"
"GO:0048280","YIP1"
"GO:0002181","RBG2"
"GO:1903833","RBG2"
"GO:0034551","CBP4"
"GO:0006629","ERG1"
"GO:0006694","ERG1"
"GO:0006696","ERG1"
"GO:0008202","ERG1"
"GO:0008204","ERG1"
"GO:0016126","ERG1"
"GO:0008202","ATF2"
"GO:0009636","ATF2"
"GO:1901503","ATF2"
"GO:0006417","PBP1"
"GO:0031494","PBP1"
"GO:0034063","PBP1"
"GO:0042149","PBP1"
"GO:0043007","PBP1"
"GO:0045727","PBP1"
"GO:1901524","PBP1"
"GO:1904262","PBP1"
"GO:0007059","OKP1"
"GO:0008608","OKP1"
"GO:0051301","OKP1"
"GO:0051321","OKP1"
"GO:0009263","RNR4"
"GO:0015031","TIM13"
"GO:0045039","TIM13"
"GO:0006122","QCR9"
"GO:0009060","QCR9"
"GO:0022904","QCR9"
"GO:0034551","QCR9"
"GO:0045333","QCR9"
"GO:1902600","QCR9"
"GO:0000209","UBR1"
"GO:0006513","UBR1"
"GO:0016567","UBR1"
"GO:0034620","UBR1"
"GO:0036503","UBR1"
"GO:0071596","UBR1"
"GO:0071629","UBR1"
"GO:0072671","UBR1"
"GO:0090089","UBR1"
"GO:0120174","UBR1"
"GO:1990116","UBR1"
"GO:0006412","TYS1"
"GO:0006418","TYS1"
"GO:0006437","TYS1"
"GO:0001174","TFG1"
"GO:0006355","TFG1"
"GO:0006367","TFG1"
"GO:0006368","TFG1"
"GO:0032968","TFG1"
"GO:0051123","TFG1"
"GO:0006457","HGH1"
"GO:0007094","BUB1"
"GO:0016236","BUB1"
"GO:0031134","BUB1"
"GO:0034501","BUB1"
"GO:0005975","CRH1"
"GO:0006030","CRH1"
"GO:0031505","CRH1"
"GO:0071555","CRH1"
"GO:0006828","HIP1"
"GO:0006865","HIP1"
"GO:0015817","HIP1"
"GO:0055085","HIP1"
"GO:0089709","HIP1"
"GO:0006006","TDH3"
"GO:0006094","TDH3"
"GO:0006096","TDH3"
"GO:0006915","TDH3"
"GO:0015886","TDH3"
"GO:0072593","TDH3"
"GO:0006086","PDX1"
"GO:0009060","PDX1"
"GO:0044281","PDX1"
"GO:0005975","XKS1"
"GO:0005998","XKS1"
"GO:0042732","XKS1"
"GO:0046835","XKS1"
"GO:0000467","SKI6"
"GO:0000956","SKI6"
"GO:0006364","SKI6"
"GO:0006396","SKI6"
"GO:0006401","SKI6"
"GO:0016075","SKI6"
"GO:0034473","SKI6"
"GO:0034475","SKI6"
"GO:0034476","SKI6"
"GO:0070478","SKI6"
"GO:0071028","SKI6"
"GO:0071038","SKI6"
"GO:0071039","SKI6"
"GO:0071051","SKI6"
"GO:0008150","FYV8"
"GO:0015931","SNG1"
"GO:0060237","SNG1"
"GO:0061091","SNG1"
"GO:0006623","YPP1"
"GO:0006897","YPP1"
"GO:0006898","YPP1"
"GO:0072659","YPP1"
"GO:0006493","PMT6"
"GO:0035269","PMT6"
"GO:0002098","ELP2"
"GO:0006357","ELP2"
"GO:0006417","ELP2"
"GO:0008033","ELP2"
"GO:0015031","ELP2"
"GO:0032447","ELP2"
"GO:0080090","ELP2"
"GO:0008150","YGR201C"
"GO:0006629","PCT1"
"GO:0006656","PCT1"
"GO:0006657","PCT1"
"GO:0008654","PCT1"
"GO:0016311","YCH1"
"GO:0000105","ADE3"
"GO:0006164","ADE3"
"GO:0006730","ADE3"
"GO:0006760","ADE3"
"GO:0008652","ADE3"
"GO:0009113","ADE3"
"GO:0035999","ADE3"
"GO:0044281","ADE3"
"GO:0008150","TDA10"
"GO:0006623","MVB12"
"GO:0015031","MVB12"
"GO:0031333","MVB12"
"GO:0032509","MVB12"
"GO:0043162","MVB12"
"GO:1904669","MVB12"
"GO:0008150","CIR1"
"GO:0046395","CIR1"
"GO:0006564","SER2"
"GO:0008652","SER2"
"GO:0000011","TRX2"
"GO:0000103","TRX2"
"GO:0006749","TRX2"
"GO:0006888","TRX2"
"GO:0006890","TRX2"
"GO:0009263","TRX2"
"GO:0015031","TRX2"
"GO:0042144","TRX2"
"GO:0045454","TRX2"
"GO:0080058","TRX2"
"GO:0008150","YGR210C"
"GO:0000086","ZPR1"
"GO:0006457","ZPR1"
"GO:0006458","ZPR1"
"GO:0009749","ZPR1"
"GO:0009410","SLI1"
"GO:0008150","RTA1"
"GO:0000028","RPS0A"
"GO:0000054","RPS0A"
"GO:0000447","RPS0A"
"GO:0000461","RPS0A"
"GO:0002181","RPS0A"
"GO:0006364","RPS0A"
"GO:0006412","RPS0A"
"GO:0042254","RPS0A"
"GO:0032543","RSM27"
"GO:0006506","GPI1"
"GO:0031505","GPI1"
"GO:0006811","CCH1"
"GO:0006816","CCH1"
"GO:0034220","CCH1"
"GO:0055085","CCH1"
"GO:0070588","CCH1"
"GO:0006409","CRM1"
"GO:0006611","CRM1"
"GO:0071528","CRM1"
"GO:0000055","CRM1"
"GO:0006406","CRM1"
"GO:0006886","CRM1"
"GO:0015031","CRM1"
"GO:0034501","CRM1"
"GO:0051168","CRM1"
"GO:0051170","CRM1"
"GO:0008150","YGR219W"
"GO:0006412","MRPL9"
"GO:0032543","MRPL9"
"GO:0032507","TOS2"
"GO:1902413","TOS2"
"GO:0000372","PET54"
"GO:0006397","PET54"
"GO:0006417","PET54"
"GO:0070131","PET54"
"GO:0090615","PET54"
"GO:0034727","HSV2"
"GO:0045117","AZR1"
"GO:0055085","AZR1"
"GO:0007127","AMA1"
"GO:0007130","AMA1"
"GO:0016567","AMA1"
"GO:0030437","AMA1"
"GO:0030476","AMA1"
"GO:0031145","AMA1"
"GO:0044778","AMA1"
"GO:0045132","AMA1"
"GO:0045732","AMA1"
"GO:0051301","AMA1"
"GO:0051321","AMA1"
"GO:0051445","AMA1"
"GO:1903024","AMA1"
"GO:1905786","AMA1"
"GO:0006487","DIE2"
"GO:0006488","DIE2"
"GO:0007346","SMI1"
"GO:0032995","SMI1"
"GO:0042546","SMI1"
"GO:0071555","SMI1"
"GO:0051321","BNS1"
"GO:1904750","BNS1"
"GO:0000001","PHB2"
"GO:0000423","PHB2"
"GO:0006457","PHB2"
"GO:0007005","PHB2"
"GO:0045861","PHB2"
"GO:0050821","PHB2"
"GO:0061753","PHB2"
"GO:0006457","NAS6"
"GO:0070682","NAS6"
"GO:0000425","PHO81"
"GO:0006629","PHO81"
"GO:0006796","PHO81"
"GO:0016036","PHO81"
"GO:0009636","YHB1"
"GO:0034599","YHB1"
"GO:0062197","YHB1"
"GO:0071218","YHB1"
"GO:1902170","YHB1"
"GO:0032460","MIC26"
"GO:0042407","MIC26"
"GO:0008150","SPG1"
"GO:0008150","YGR237C"
"GO:0000747","KEL2"
"GO:0001100","KEL2"
"GO:0032465","KEL2"
"GO:0060627","KEL2"
"GO:0090337","KEL2"
"GO:0015031","PEX21"
"GO:0016558","PEX21"
"GO:0006002","PFK1"
"GO:0006096","PFK1"
"GO:0051453","PFK1"
"GO:1902600","PFK1"
"GO:0006897","YAP1802"
"GO:0048268","YAP1802"
"GO:0072583","YAP1802"
"GO:0006850","MPC3"
"GO:0006099","LSC2"
"GO:0006104","LSC2"
"GO:1901289","LSC2"
"GO:0000055","SDA1"
"GO:0007089","SDA1"
"GO:0015031","SDA1"
"GO:0042254","SDA1"
"GO:0042273","SDA1"
"GO:0001112","BRF1"
"GO:0006352","BRF1"
"GO:0006359","BRF1"
"GO:0006384","BRF1"
"GO:0070897","BRF1"
"GO:0070898","BRF1"
"GO:0009187","CPD1"
"GO:0005975","SOL4"
"GO:0006098","SOL4"
"GO:0009051","SOL4"
"GO:0006355","MGA1"
"GO:0007124","MGA1"
"GO:2000134","RIE1"
"GO:0000447","NOP19"
"GO:0000462","NOP19"
"GO:0000472","NOP19"
"GO:0000480","NOP19"
"GO:0042254","NOP19"
"GO:0042274","NOP19"
"GO:0006325","GCN5"
"GO:0006338","GCN5"
"GO:0006357","GCN5"
"GO:0010468","GCN5"
"GO:0010557","GCN5"
"GO:0032968","GCN5"
"GO:0006511","PUP2"
"GO:0010499","PUP2"
"GO:0043161","PUP2"
"GO:0006096","ENO1"
"GO:0032889","ENO1"
"GO:0006744","COQ6"
"GO:0006098","GND2"
"GO:0009051","GND2"
"GO:0019521","GND2"
"GO:0006879","MTM1"
"GO:0031921","MTM1"
"GO:1990542","MTM1"
"GO:0006281","RAD2"
"GO:0006289","RAD2"
"GO:0006366","RAD2"
"GO:0006974","RAD2"
"GO:0046942","TNA1"
"GO:0055085","TNA1"
"GO:1903222","TNA1"
"GO:0006623","APL6"
"GO:0006886","APL6"
"GO:0006896","APL6"
"GO:0015031","APL6"
"GO:0016192","APL6"
"GO:0000282","BUD32"
"GO:0000722","BUD32"
"GO:0000723","BUD32"
"GO:0002949","BUD32"
"GO:0008033","BUD32"
"GO:0045944","BUD32"
"GO:0070525","BUD32"
"GO:1990145","BUD32"
"GO:0009636","SAY1"
"GO:0016125","SAY1"
"GO:0006412","MES1"
"GO:0006418","MES1"
"GO:0006424","MES1"
"GO:0006431","MES1"
"GO:0008150","YGR266W"
"GO:0009396","FOL2"
"GO:0046654","FOL2"
"GO:0046656","FOL2"
"GO:0008150","HUA1"
"GO:0008150","YGR269W"
"GO:0000122","YTA7"
"GO:0006261","YTA7"
"GO:0006325","YTA7"
"GO:0006337","YTA7"
"GO:0006338","YTA7"
"GO:0010468","YTA7"
"GO:0010557","YTA7"
"GO:0034080","YTA7"
"GO:0034728","YTA7"
"GO:0045944","YTA7"
"GO:0065003","YTA7"
"GO:2000219","YTA7"
"GO:0002181","SLH1"
"GO:0006417","SLH1"
"GO:0032790","SLH1"
"GO:0051607","SLH1"
"GO:0072344","SLH1"
"GO:1990116","SLH1"
"GO:0008150","YGR273C"
"GO:0006325","TAF1"
"GO:0006338","TAF1"
"GO:0006366","TAF1"
"GO:0045944","TAF1"
"GO:0051123","TAF1"
"GO:0006337","RTT102"
"GO:0006338","RTT102"
"GO:0006357","RTT102"
"GO:0006368","RTT102"
"GO:0007059","RTT102"
"GO:0000467","RNH70"
"GO:0002107","RNH70"
"GO:0006364","RNH70"
"GO:0008033","RNH70"
"GO:0034476","RNH70"
"GO:0042254","RNH70"
"GO:0042780","RNH70"
"GO:0015937","CAB4"
"GO:0000398","CWC22"
"GO:0006397","CWC22"
"GO:0008380","CWC22"
"GO:0000747","SCW4"
"GO:0005975","SCW4"
"GO:0071555","SCW4"
"GO:0000494","PXR1"
"GO:0006364","PXR1"
"GO:0032211","PXR1"
"GO:0042254","PXR1"
"GO:0042908","YOR1"
"GO:0055085","YOR1"
"GO:0070574","YOR1"
"GO:0005975","BGL2"
"GO:0031505","BGL2"
"GO:0071555","BGL2"
"GO:0032259","UPA1"
"GO:0006888","ERV29"
"GO:0000054","ZUO1"
"GO:0006364","ZUO1"
"GO:0006450","ZUO1"
"GO:0006452","ZUO1"
"GO:0006457","ZUO1"
"GO:0035556","ZUO1"
"GO:0045893","ZUO1"
"GO:0051083","ZUO1"
"GO:0071919","ZUO1"
"GO:0009102","BIO2"
"GO:0000023","IMA1"
"GO:0005975","IMA1"
"GO:0046352","IMA1"
"GO:0000023","MAL13"
"GO:0005975","MAL13"
"GO:0006351","MAL13"
"GO:0006355","MAL13"
"GO:0006357","MAL13"
"GO:0000017","MAL11"
"GO:0000023","MAL11"
"GO:0015768","MAL11"
"GO:0015771","MAL11"
"GO:0034219","MAL11"
"GO:0046352","MAL11"
"GO:0055085","MAL11"
"GO:1902600","MAL11"
"GO:0000023","MAL12"
"GO:0000025","MAL12"
"GO:0005975","MAL12"
"GO:0005987","MAL12"
"GO:0046352","MAL12"
"GO:0008150","PAU12"
"GO:0043328","COS6"
"GO:0000722","YRF1-3"
"GO:0006122","QCR10"
"GO:0009060","QCR10"
"GO:0022904","QCR10"
"GO:0045333","QCR10"
"GO:1902600","QCR10"
"GO:0015031","TIM10"
"GO:0045039","TIM10"
"GO:0008150","ECM12"
"GO:0071555","ECM12"
"GO:0008150","YHR139C-A"
"GO:0006278","YHR214C-B"
"GO:0006310","YHR214C-B"
"GO:0006508","YHR214C-B"
"GO:0015074","YHR214C-B"
"GO:0032196","YHR214C-B"
"GO:0071897","YHR214C-B"
"GO:0075523","YHR214C-B"
"GO:0008150","YIL014C-A"
"GO:0006278","YIL082W-A"
"GO:0006310","YIL082W-A"
"GO:0006508","YIL082W-A"
"GO:0015074","YIL082W-A"
"GO:0071897","YIL082W-A"
"GO:0075523","YIL082W-A"
"GO:0006508","PRE3"
"GO:0010499","PRE3"
"GO:0043161","PRE3"
"GO:0006487","OST1"
"GO:0006488","OST1"
"GO:0009101","OST1"
"GO:0033617","COX16"
"GO:0006895","SYS1"
"GO:0015031","SYS1"
"GO:0034067","SYS1"
"GO:0043001","SYS1"
"GO:0006171","CYR1"
"GO:0007165","CYR1"
"GO:0007188","CYR1"
"GO:0007265","CYR1"
"GO:0009190","CYR1"
"GO:0035556","CYR1"
"GO:0046579","CYR1"
"GO:0006357","CTK2"
"GO:0006397","CTK2"
"GO:0006974","CTK2"
"GO:0031124","CTK2"
"GO:0032786","CTK2"
"GO:0045903","CTK2"
"GO:0045943","CTK2"
"GO:0045944","CTK2"
"GO:0008150","YJL007C"
"GO:0006457","CCT8"
"GO:0008150","YJL009W"
"GO:0000056","NOP9"
"GO:0000447","NOP9"
"GO:0000472","NOP9"
"GO:0000480","NOP9"
"GO:0006364","NOP9"
"GO:0042254","NOP9"
"GO:0006352","RPC17"
"GO:0006383","RPC17"
"GO:0006384","RPC17"
"GO:0006386","RPC17"
"GO:0042797","RPC17"
"GO:0006797","VTC4"
"GO:0006799","VTC4"
"GO:0007034","VTC4"
"GO:0016237","VTC4"
"GO:0061736","VTC4"
"GO:0007094","MAD3"
"GO:0032837","MAD3"
"GO:0044774","MAD3"
"GO:0051301","MAD3"
"GO:1902499","MAD3"
"GO:0006457","CCT3"
"GO:0008150","TPH3"
"GO:0000741","MPS3"
"GO:0000743","MPS3"
"GO:0007064","MPS3"
"GO:0007129","MPS3"
"GO:0030474","MPS3"
"GO:0031509","MPS3"
"GO:0034087","MPS3"
"GO:0034398","MPS3"
"GO:0045141","MPS3"
"GO:0007010","BBC1"
"GO:0030036","BBC1"
"GO:0034316","BBC1"
"GO:0097745","PET130"
"GO:0006623","APS3"
"GO:0006886","APS3"
"GO:0006896","APS3"
"GO:0015031","APS3"
"GO:0016192","APS3"
"GO:0001188","RRN7"
"GO:0006360","RRN7"
"GO:0042790","RRN7"
"GO:0009263","RNR2"
"GO:0008150","YJL027C"
"GO:0008150","YJL028W"
"GO:0006623","VPS53"
"GO:0006896","VPS53"
"GO:0015031","VPS53"
"GO:0042147","VPS53"
"GO:0090156","VPS53"
"GO:0007094","MAD2"
"GO:0044774","MAD2"
"GO:0051301","MAD2"
"GO:1902499","MAD2"
"GO:0006612","BET4"
"GO:0006888","BET4"
"GO:0018344","BET4"
"GO:0006364","HCA4"
"GO:0042254","HCA4"
"GO:0000742","KAR2"
"GO:0002235","KAR2"
"GO:0006616","KAR2"
"GO:0006986","KAR2"
"GO:0031204","KAR2"
"GO:0036503","KAR2"
"GO:0070880","KAR2"
"GO:0070972","KAR2"
"GO:0002100","TAD2"
"GO:0006400","TAD2"
"GO:0008033","TAD2"
"GO:0061723","SNX4"
"GO:0000422","SNX4"
"GO:0006623","SNX4"
"GO:0006886","SNX4"
"GO:0015031","SNX4"
"GO:0016236","SNX4"
"GO:0032258","SNX4"
"GO:0032456","SNX4"
"GO:0034498","SNX4"
"GO:0034727","SNX4"
"GO:0036010","SNX4"
"GO:0042147","SNX4"
"GO:0030435","IRC18"
"GO:0030476","IRC18"
"GO:0030435","LOH1"
"GO:0030476","LOH1"
"GO:0051276","LOH1"
"GO:0006913","NUP192"
"GO:0006999","NUP192"
"GO:0015031","NUP192"
"GO:0046822","NUP192"
"GO:0051028","NUP192"
"GO:0000055","NSP1"
"GO:0000056","NSP1"
"GO:0006405","NSP1"
"GO:0006409","NSP1"
"GO:0006606","NSP1"
"GO:0006607","NSP1"
"GO:0006913","NSP1"
"GO:0015031","NSP1"
"GO:0016973","NSP1"
"GO:0051028","NSP1"
"GO:0007010","MHP1"
"GO:0007026","MHP1"
"GO:0031505","MHP1"
"GO:0008150","YJL043W"
"GO:0090630","GYP6"
"GO:0006099","SDH9"
"GO:0022900","SDH9"
"GO:0045333","SDH9"
"GO:0009249","AIM22"
"GO:0006275","RTT101"
"GO:0006281","RTT101"
"GO:0006334","RTT101"
"GO:0006974","RTT101"
"GO:0007088","RTT101"
"GO:0010526","RTT101"
"GO:0016567","RTT101"
"GO:0031297","RTT101"
"GO:0031507","RTT101"
"GO:0051301","RTT101"
"GO:0070651","RTT101"
"GO:0006511","UBX6"
"GO:0030435","UBX6"
"GO:0007034","CHM7"
"GO:0034727","CHM7"
"GO:0051292","CHM7"
"GO:0070550","CHM7"
"GO:0000292","MTR4"
"GO:0000460","MTR4"
"GO:0000467","MTR4"
"GO:0006364","MTR4"
"GO:0006397","MTR4"
"GO:0006401","MTR4"
"GO:0016075","MTR4"
"GO:0034475","MTR4"
"GO:0034476","MTR4"
"GO:0071028","MTR4"
"GO:0071031","MTR4"
"GO:0071035","MTR4"
"GO:0071038","MTR4"
"GO:0071042","MTR4"
"GO:0071051","MTR4"
"GO:0006312","IRC8"
"GO:0006006","TDH1"
"GO:0006094","TDH1"
"GO:0006096","TDH1"
"GO:0006886","PEP8"
"GO:0015031","PEP8"
"GO:0032456","PEP8"
"GO:0042147","PEP8"
"GO:0045053","PEP8"
"GO:0015031","TIM54"
"GO:0045039","TIM54"
"GO:0071806","TIM54"
"GO:0009691","LOG1"
"GO:0014074","LOG1"
"GO:0006357","ZAP1"
"GO:0034224","ZAP1"
"GO:0045944","ZAP1"
"GO:0006468","IKS1"
"GO:0001558","BIT61"
"GO:0030950","BIT61"
"GO:0031505","BIT61"
"GO:0031929","BIT61"
"GO:0006865","YHC3"
"GO:0015819","YHC3"
"GO:0051453","YHC3"
"GO:1903826","YHC3"
"GO:0001558","BNA3"
"GO:0034276","BNA3"
"GO:0097053","BNA3"
"GO:0000055","NUP82"
"GO:0000056","NUP82"
"GO:0006406","NUP82"
"GO:0006606","NUP82"
"GO:0006611","NUP82"
"GO:0006913","NUP82"
"GO:0015031","NUP82"
"GO:0051028","NUP82"
"GO:0006505","LAS21"
"GO:0006506","LAS21"
"GO:0006412","MRPL8"
"GO:0032543","MRPL8"
"GO:1903775","DLS1"
"GO:0006338","DLS1"
"GO:0006355","DLS1"
"GO:0031509","DLS1"
"GO:0008150","MPM1"
"GO:0046294","YJL068C"
"GO:0000292","UTP18"
"GO:0000447","UTP18"
"GO:0000472","UTP18"
"GO:0000480","UTP18"
"GO:0006364","UTP18"
"GO:0030490","UTP18"
"GO:0042254","UTP18"
"GO:0008150","YJL070C"
"GO:0006526","ARG2"
"GO:0006592","ARG2"
"GO:0008652","ARG2"
"GO:0000727","PSF2"
"GO:0006260","PSF2"
"GO:0006261","PSF2"
"GO:0000742","JEM1"
"GO:0034975","JEM1"
"GO:0036503","JEM1"
"GO:0000086","SMC3"
"GO:0007059","SMC3"
"GO:0007064","SMC3"
"GO:0007130","SMC3"
"GO:0007131","SMC3"
"GO:0034087","SMC3"
"GO:0034089","SMC3"
"GO:0051177","SMC3"
"GO:0051276","SMC3"
"GO:0051301","SMC3"
"GO:1990414","SMC3"
"GO:0008150","APQ13"
"GO:1902570","NET1"
"GO:0000183","NET1"
"GO:0001100","NET1"
"GO:0007000","NET1"
"GO:0051301","NET1"
"GO:1904751","NET1"
"GO:0055070","ICS3"
"GO:0006869","PRY3"
"GO:0015908","PRY3"
"GO:0015918","PRY3"
"GO:0006869","PRY1"
"GO:0015908","PRY1"
"GO:0015918","PRY1"
"GO:0000750","SCP160"
"GO:0007059","SCP160"
"GO:0030466","SCP160"
"GO:0031509","SCP160"
"GO:0043577","SCP160"
"GO:0045141","SCP160"
"GO:0006281","ARP4"
"GO:0006325","ARP4"
"GO:0006338","ARP4"
"GO:0006351","ARP4"
"GO:0006355","ARP4"
"GO:0006357","ARP4"
"GO:0006974","ARP4"
"GO:0010468","ARP4"
"GO:0051382","ARP4"
"GO:0071218","IML2"
"GO:0006629","TAX4"
"GO:0006914","TAX4"
"GO:0009267","TAX4"
"GO:0031505","TAX4"
"GO:0051453","ALY2"
"GO:0070086","ALY2"
"GO:1903577","ALY2"
"GO:2000397","ALY2"
"GO:0001927","EXO70"
"GO:0006887","EXO70"
"GO:0006893","EXO70"
"GO:0006904","EXO70"
"GO:0007266","EXO70"
"GO:0015031","EXO70"
"GO:0051601","EXO70"
"GO:0070966","TRL1"
"GO:0006388","TRL1"
"GO:0008033","TRL1"
"GO:0032056","TRL1"
"GO:0036498","TRL1"
"GO:2000622","TRL1"
"GO:0006520","ARG3"
"GO:0006526","ARG3"
"GO:0006591","ARG3"
"GO:0008652","ARG3"
"GO:0006355","SIP4"
"GO:0045722","SIP4"
"GO:0045944","SIP4"
"GO:2000218","SIP4"
"GO:0000076","DPB11"
"GO:0000725","DPB11"
"GO:0000727","DPB11"
"GO:0006260","DPB11"
"GO:0006270","DPB11"
"GO:0006325","DPB11"
"GO:0007095","DPB11"
"GO:0007533","DPB11"
"GO:0033314","DPB11"
"GO:1903466","DPB11"
"GO:0006505","GWT1"
"GO:0006506","GWT1"
"GO:0006281","SRS2"
"GO:0006303","SRS2"
"GO:0006974","SRS2"
"GO:0007127","SRS2"
"GO:0042262","SRS2"
"GO:0045910","SRS2"
"GO:1990986","SRS2"
"GO:2000042","SRS2"
"GO:0006811","TOK1"
"GO:0030007","TOK1"
"GO:0034220","TOK1"
"GO:0071805","TOK1"
"GO:0006811","KHA1"
"GO:0006812","KHA1"
"GO:0006813","KHA1"
"GO:0055085","KHA1"
"GO:0071805","KHA1"
"GO:1902600","KHA1"
"GO:0000196","BCK1"
"GO:0000425","BCK1"
"GO:0010447","BCK1"
"GO:0030010","BCK1"
"GO:0030968","BCK1"
"GO:0035556","BCK1"
"GO:0060237","BCK1"
"GO:0032543","MRPL49"
"GO:0006629","PHS1"
"GO:0006631","PHS1"
"GO:0006633","PHS1"
"GO:0007034","PHS1"
"GO:0030148","PHS1"
"GO:0030497","PHS1"
"GO:1903766","SAP185"
