"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:YBL072C",9501.94511824757,1.18637652231386,0.239849846046001,4.94633013892502,7.56256583600348e-07,7.29703574665047e-06
"gene:YOL127W",13237.1302991104,1.39208029577667,0.281427364633876,4.94649941944238,7.55599529174879e-07,7.29703574665047e-06
"gene:YOR087W",2240.87101798016,-0.841930396927811,0.170252401459944,-4.94518955214793,7.60698087782726e-07,7.32903349959896e-06
"gene:YMR017W",5165.11352308518,-1.90440362786147,0.385160033387794,-4.94444766532679,7.63600509974323e-07,7.34613016464219e-06
"gene:YAL003W",25985.5411145936,1.24579031518832,0.252048587724139,4.94265937546856,7.70640603117942e-07,7.40292366977456e-06
"gene:YCR053W",9064.5619290843,1.16836066485843,0.236436695174726,4.94153694710974,7.75091242791658e-07,7.43471172945813e-06
"gene:YGR035C",319.63240381178,2.07287326779106,0.419717102014422,4.93873911223145,7.86293225871389e-07,7.53107026485347e-06
"gene:YER072W",3257.38435457113,1.20542363274394,0.244844453615364,4.92322213121309,8.51307257619071e-07,8.14179760480618e-06
"gene:YGR098C",6113.86802496452,-0.988457357571258,0.200888984705237,-4.92041591539533,8.63604960265645e-07,8.24730074224362e-06
"gene:YGR169C",688.037363102218,0.990095185023643,0.201289870825488,4.91875314422564,8.7097226178392e-07,8.30547926939776e-06
"gene:YOR118W",1777.09604430628,-1.10462356418904,0.224641465026393,-4.91727368346379,8.77578213526576e-07,8.35623816476402e-06
"gene:YKR011C",1582.61852294126,-1.14875217622024,0.233710005905449,-4.91528880746761,8.86516722629443e-07,8.42902688246068e-06
"gene:YHR143W-A",1051.38094061882,1.64162362051867,0.334023636496055,4.91469297723801,8.89216994092291e-07,8.4423765051357e-06
"gene:YOR246C",1943.54839879473,0.880174674485392,0.17916337581832,4.91269306835305,8.98338501927527e-07,8.5165628283173e-06
"gene:YPL110C",3209.5428665125,-0.974575311533628,0.198555192846474,-4.90833454195875,9.18530746567487e-07,8.69533539592157e-06
"gene:YAL039C",2572.57941372871,0.9150872970685,0.186683143926045,4.90182068837996,9.49524881665977e-07,8.97569746631423e-06
"gene:YJL066C",2636.15079496347,-1.10298778974573,0.225231447586714,-4.89713049205121,9.72462635777528e-07,9.17920166205658e-06
"gene:YGL148W",5666.22573330962,1.28590907261085,0.262825090382608,4.89264198763856,9.94912899957563e-07,9.37752202232071e-06
"gene:YJL051W",1581.89898945702,-0.986189595512246,0.201612246619616,-4.89151632426823,1.0006209285364e-06,9.4041040513096e-06
"gene:YPR144C",5165.84160142476,1.44142754034082,0.294668973363116,4.89168412910772,9.99768026685233e-07,9.4041040513096e-06
"gene:YGR159C",23403.8087657113,1.46372468160776,0.299344989656243,4.88975841315616,1.00959806952504e-06,9.47480147956277e-06
"gene:YOR101W",2177.06465552227,0.904078842087857,0.184938529169568,4.88853699738747,1.0158810762208e-06,9.52004812867059e-06
"gene:YNL022C",1483.14492980445,1.38218701618641,0.282898320050888,4.88580849804193,1.03005280910603e-06,9.63898555417755e-06
"gene:YBL035C",1477.71323129805,-0.924183050970844,0.189226279762951,-4.88401004410483,1.03949776059806e-06,9.71341307715235e-06
"gene:YDL170W",1676.84336644725,0.968219485952865,0.19846826846366,4.87845988403002,1.06917403502002e-06,9.97640471358935e-06
"gene:YNL132W",7114.52344691638,1.81893875860107,0.373192061129172,4.87400174885148,1.09360020597236e-06,1.01897255243176e-05
"gene:YGR043C",25447.1080129813,-1.34337093151921,0.275636607323514,-4.87370289659131,1.09525668638357e-06,1.01905811405946e-05
"gene:YNL203C",201.427084993528,1.59119730145606,0.326524534408035,4.87313244115266,1.09842531665711e-06,1.02054837195261e-05
"gene:YNR012W",2206.34583791433,1.33099202276212,0.273182016267218,4.8721802443254,1.10373401479298e-06,1.02401989150238e-05
"gene:YNL062C",3255.98585151953,1.61732674254174,0.331974271769499,4.87184363390879,1.10561658899015e-06,1.02430737469315e-05
"gene:YMR036C",6669.23977085637,-0.920202667100899,0.188945305530668,-4.87020656330378,1.11481644116262e-06,1.03136356268354e-05
"gene:YOR249C",2965.06964016157,-1.35269782710554,0.27778518366055,-4.86958234877824,1.11834370477201e-06,1.03315922683406e-05
"gene:YKR031C",12528.5425557416,-1.09751999734068,0.225540992658823,-4.86616638688341,1.13783735787401e-06,1.04819444297502e-05
"gene:YNL007C",2677.72111102916,-1.05714942317148,0.217243490920601,-4.86619607653908,1.13766652973648e-06,1.04819444297502e-05
"gene:YMR140W",4493.7731326817,-0.932280012089496,0.191600982059019,-4.86573712760159,1.14030998690953e-06,1.0489885515172e-05
"gene:YJL159W",34381.8062248936,1.22930578006903,0.252687532301007,4.86492455276603,1.14500476324717e-06,1.0518217239815e-05
"gene:YDR280W",1722.83060131243,0.986042183555591,0.202795459156931,4.8622498139495,1.16059020956224e-06,1.06463718801111e-05
"gene:YDR465C",3291.51211715986,1.66346067113026,0.342183281804579,4.86131485547055,1.16608611383171e-06,1.06817424182643e-05
"gene:YBR097W",3923.73438923742,-1.23098400064762,0.253374289580602,-4.85836192253448,1.18360906875797e-06,1.08270307090177e-05
"gene:YFL040W",1813.52480937935,-1.60310778484058,0.330357208555516,-4.85264962689978,1.21822807053303e-06,1.1122727886844e-05
"gene:YMR030W",1697.43217998292,-1.37561394189498,0.283487536132501,-4.85246709841954,1.21935017829059e-06,1.1122727886844e-05
"gene:YBR141C",984.692759317868,1.08005739060618,0.222639074574479,4.85115828239247,1.22742540185835e-06,1.11807295696552e-05
"gene:YGL169W",3240.60162249309,1.2432569959862,0.256339155241618,4.85004717603264,1.23432113741552e-06,1.12278401787532e-05
